12008,Sydney White
12009,The Kingdom
12010,Wind Chill
12011,Rocket Science
12013,Daddy Day Camp
12014,The Invasion
12015,War
12016,Illegal Tender
12017,The Nanny Diaries
12018,September Dawn
12019,Halloween
12020,Death Sentence
12021,2 Days in Paris
12027,The King of Kong
12032,The Brothers Solomon
12034,The Nines
12037,New Wave
12038,The Good Night
12041,Planet Terror
12042,3:10 to Yuma
12043,Shoot 'Em Up
12044,The Ten
12049,Atonement
12051,My Winnipeg
12054,No End in Sight
12057,The Brave One
12058,In the Valley of Elah
12060,I Could Never Be Your Woman
12062,December Boys
12063,Shanghai Kiss
12064,The Hunting Party
12065,Eastern Promises
12068,Brooklyn Rules
12069,An Unreasonable Man
12072,In the Shadow of the Moon
12075,The Contractor
12076,Interview
12077,The Death and Life of Bobby Z
12080,Resident Evil: Extinction
12081,Mr. Woodcock
12082,Good Luck Chuck
12083,Into the Wild
12084,The Game Plan
12086,Feast of Love
12087,Postal
12088,The Seeker: The Dark Is Rising
12089,The Heartbreak Kid
12090,Dan in Real Life
12091,The Darjeeling Limited
12092,We Own the Night
12093,Elizabeth: The Golden Age
12094,Michael Clayton
12095,Sleuth
12096,Lars and the Real Girl
12097,30 Days of Night
12098,Rendition
12099,Things We Lost in the Fire
12100,Reservation Road
12101,Gone Baby Gone
12102,The Comebacks
12103,Weirdsville
12107,Straightheads
12109,The Assassination of Jesse James by the Coward Robert Ford
12116,The Killing Floor
12117,Irina Palm
12118,I'm Reed Fish
12120,The Final Season
12122,Control
12123,The Jane Austen Book Club
12129,Fugitive Pieces
12130,Outlaw
12133,Silk
12137,Manufacturing Dissent
12140,Why Did I Get Married?
12141,Saw IV
12142,My Mom's New Boyfriend
12143,For the Bible Tells Me So
12148,Full of It
12158,King of California
12159,Martian Child
12160,Flight of the Living Dead: Outbreak on a Plane
12165,American Gangster
12166,Bee Movie
12168,Before the Devil Knows You're Dead
12170,No Country for Old Men
12172,Be Kind Rewind
12173,Itty Bitty Titty Committee
12174,Crazy Love
12177,August Rush
12182,The Man from Earth
12185,Lions for Lambs
12186,Fred Claus
12187,Beowulf
12188,Mr. Magorium's Wonder Emporium
12189,Love in the Time of Cholera
12197,Rails & Ties
12198,Darfur Now
12203,Smiley Face
12207,Endgame: Blueprint for Global Enslavement
12209,The Mist
12210,Enchanted
12211,Hitman
12212,This Christmas
12213,P2
12215,Awake
12216,The Golden Compass
12217,I Am Legend
12218,Alvin and the Chipmunks
12219,Futurama: Bender's Big Score
12221,Margot at the Wedding
12222,I'm Not There.
12226,The Savages
12227,Wrong Turn 2: Dead End
12230,Juno
12231,Goodbye Bafana
12234,My Blueberry Nights
12246,The Devil Came on Horseback
12250,Helvetica
12253,The War on Democracy
12254,The Bucket List
12255,Fall from Grace
12257,The Kite Runner
12261,The Deaths of Ian Stone
12265,Butterfly on a Wheel
12267,The Go-Getter
12270,The Flock
12277,Sweeney Todd: The Demon Barber of Fleet Street
12278,National Treasure: Book of Secrets
12280,There Will Be Blood
12282,Charlie Wilson's War
12284,Aliens vs Predator: Requiem
12285,Walk Hard: The Dewey Cox Story
12292,The Great Debaters
12294,Dedication
12295,The Water Horse
12296,Battlestar Galactica: Razor
12298,P.S. I Love You
12299,The Perfect Holiday
12300,27 Dresses
12303,Nanking
12311,Cassandra's Dream
12319,In Between Days
12324,In the Name of the King: A Dungeon Siege Tale
12325,Flawless
12328,Cloverfield
12329,Mad Money
12331,Trade
12332,Cleaner
12335,Blonde Ambition
12337,Timber Falls
12339,Arranged
12340,He Was a Quiet Man
12351,Sex and Breakfast
12353,One Missed Call
12354,First Sunday
12355,Untraceable
12356,Rambo
12357,How She Move
12358,Meet the Spartans
12359,The Eye
12360,Strange Wilderness
12361,Over Her Dead Body
12364,The Signal
12365,Hellboy II: The Golden Army
12368,In Bruges
12380,Poor Boy's Game
12381,Operation Homecoming: Writing the Wartime Experience
12382,Rise of the Footsoldier
12383,Joe Strummer: The Future Is Unwritten
12389,Teeth
12394,Welcome Home Roscoe Jenkins
12395,Fool's Gold
12397,Blue State
12398,U2 3D
12405,Jumper
12406,It's a Free World...
12407,Already Dead
12408,"Definitely, Maybe"
12411,The Air I Breathe
12415,Vantage Point
12416,The Spiderwick Chronicles
12417,Step Up 2: The Streets
12423,Witless Protection
12424,The Other Boleyn Girl
12425,Semi-Pro
12426,Run Fatboy Run
12430,Taxi to the Dark Side
12434,Grace is Gone
12440,College Road Trip
12441,"10,000 BC"
12442,The Bank Job
12443,Doomsday
12444,Horton Hears a Who!
12445,Funny Games
12448,War Dance
12449,The Love Guru
12450,VeggieTales: The Pirates Who Don't Do Anything
12451,Diary of the Dead
12452,Hallam Foe
12456,"Romulus, My Father"
12458,Zeitgeist
12461,Justice League: The New Frontier
12464,Then She Found Me
12466,Heima
12467,What Just Happened
12470,Saving Sarah Cain
12472,Miss Pettigrew Lives for a Day
12473,Snow Angels
12474,Married Life
12475,Believers
12481,The Dark Knight
12485,Quiet City
12489,The Hammer
12490,Never Back Down
12491,L'avocat de la terreur
12492,Malon 9 Kochavim
12495,Drillbit Taylor
12499,Slipstream
12506,Youth Without Youth
12508,21
12509,Smart People
12511,The Hawk Is Dying
12514,The Shepherd: Border Patrol
12515,Leatherheads
12516,Ji jie hao
12521,Stop-Loss
12522,Shine a Light
12523,Dark Matter
12524,The Business of Being Born
12531,Julia
12536,Nim's Island
12537,The Ruins
12538,Joy Division
12539,Manda Bala (Send a Bullet)
12540,Forgetting Sarah Marshall
12541,Sex and Death 101
12542,Superhero Movie
12543,Street Kings
12544,The Visitor
12545,Harold & Kumar Escape from Guantanamo Bay
12548,Speed Racer
12550,Diminished Capacity
12552,Chapter 27
12554,The Forbidden Kingdom
12555,Where in the World Is Osama Bin Laden?
12556,The Life Before Her Eyes
12559,Virgin Territory
12560,Happy-Go-Lucky
12561,Religulous
12562,Outpost
12566,Son of Rambow
12567,Super High Me
12579,Deception
12580,Baby Mama
12584,Expelled: No Intelligence Allowed
12586,Prom Night
12588,Iron Man
12590,Made of Honor
12591,Redbelt
12592,Mister Lonely
12593,Anamorph
12595,Taken
12596,Hero Wanted
12598,The Fall
12599,Stargate: The Ark of Truth
12602,Meet Bill
12603,An American Crime
12606,American Pie Presents: Beta House
12607,Numb
12614,The Chronicles of Narnia: Prince Caspian
12618,Shelter
12619,American Crude
12620,Young @ Heart
12621,"War, Inc."
12622,Suden vuosi
12623,The Girl Next Door
12624,King Corn
12625,Indiana Jones and the Kingdom of the Crystal Skull
12626,How to Rob a Bank
12627,Hey Hey It's Esther Blueburger
12629,Blonde and Blonder
12631,Patti Smith: Dream of Life
12638,The Oxford Murders
12639,Shutter
12640,The Grand
12641,Sex and the City
12642,The Strangers
12643,Savage Grace
12644,Bigger Stronger Faster*
12645,All the Boys Love Mandy Lane
12647,Allan Quatermain and the Temple of Skulls
12648,Kung Fu Panda
12649,What Would Jesus Buy?
12653,Recount
12671,The Andromeda Strain
12675,You Don't Mess with the Zohan
12677,The Promotion
12678,And When Did You Last See Your Father?
12680,Stuck
12691,Chaos Theory
12692,The Boys & Girls Guide to Getting Down
12693,Boy A
12695,A Complete History of My Sexual Failures
12698,Hounddog
12699,The Happening
12700,The Incredible Hulk
12701,Baghead
12704,WALL·E
12705,Wanted
12706,Hancock
12707,Boy Culture
12712,Turn the River
12713,Get Smart
12714,Young People Fucking
12715,Brick Lane
12718,St. Trinian's
12720,Roman de gare
12722,Futurama: The Beast with a Billion Backs
12724,At the Death House Door
12740,Gunnin' for That #1 Spot
12741,Finding Amanda
12742,Kit Kittredge: An American Girl
12743,Gonzo: The Life and Work of Dr. Hunter S. Thompson
12744,The Wackness
12745,Up the Yangtze
12752,Sleepwalking
12753,Encounters at the End of the World
12755,Dante 01
12756,Standard Operating Procedure
12760,Zombie Strippers!
12762,White Light/Black Rain: The Destruction of Hiroshima and Nagasaki
12763,Roman Polanski: Wanted and Desired
12765,Battle For Haditha
12768,Mamma Mia!
12769,Ganes
12772,Kabluey
12773,The Stone Angel
12774,Honeydripper
12776,Tummien perhosten koti
12777,Dark Floors
12779,Rogue
12781,Sublime
12782,Towelhead
12789,Journey to the Center of the Earth
12790,Meet Dave
12792,August
12793,Death Defying Acts
12795,Shrooms
12807,Moving McAllister
12809,Music Within
12810,Transsiberian
12811,Space Chimps
12813,Jimmy Carter Man from Plains
12814,Stargate: Continuum
12815,Watchmen
12817,Conspiracy
12818,War Games: The Dead Code
12821,Shotgun Stories
12822,Watching the Detectives
12823,Mr. Untouchable
12825,Felon
12826,Step Brothers
12827,Brideshead Revisited
12828,The X Files: I Want to Believe
12829,American Teen
12830,Man on Wire
12831,CSNY/Déjà Vu
12834,The Colour of Magic
12838,Pathology
12840,The Tracey Fragments
12844,The Edge of Love
12849,The Mummy: Tomb of the Dragon Emperor
12850,Swing Vote
12851,The Midnight Meat Train
12852,Frozen River
12854,Bottle Shock
12855,Vicky Cristina Barcelona
12856,Batman: Gotham Knight
12863,The Walker
12866,Pineapple Express
12869,WΔZ
12872,Expired
12873,The Sisterhood of the Traveling Pants 2
12874,Hell Ride
12875,Elegy
12876,The Good Humor Man
12877,Bomb It
12879,Bathory
12880,Quid Pro Quo
12882,High School Musical 2
12883,Tropic Thunder
12884,The Objective
12885,Star Wars: The Clone Wars
12886,Henry Poole Is Here
12888,Mutant Chronicles
12892,Hamlet 2
12893,Death Race
12894,The House Bunny
12895,The Longshots
12896,The Rocker
12897,I.O.U.S.A.
12898,Mirrors
12900,Fly Me to the Moon
12901,Trumbo
12905,American Zombie
12906,Noise
12907,Return to House on Haunted Hill
12909,Somers Town
12910,Burn After Reading
12911,Disaster Movie
12912,Babylon A.D.
12913,Traitor
12914,College
12915,Trouble the Water
12916,The Women
12918,The Onion Movie
12921,The Spirit
12922,John Adams
12925,The Burning Plain
12927,Bangkok Dangerous
12928,Everybody Wants to Be Italian
12931,August Evening
12933,The Fifth Commandment
12939,Flu Bird Horror
12943,Ladrones
12944,Righteous Kill
12945,Lakeview Terrace
12946,Ladrón que roba a ladrón
12948,Ghost Town
12949,Maradona by Kusturica
12954,Jam
12959,Humboldt County
12960,100 Feet
12961,Boot Camp
12965,Appaloosa
12966,Miracle at St. Anna
12969,Dead Fury
12975,Eagle Eye
12976,How to Lose Friends & Alienate People
12978,Nights in Rodanthe
12980,Nick and Norah's Infinite Playlist
12987,Red
12988,Part of the Weekend Never Dies
12992,The Accidental Husband
12994,The Duchess
12995,Alone in the Dark 2
12999,Rachel Getting Married
13000,Body of Lies
13001,City of Ember
13002,Magicians
13006,Max Payne
13007,The Pool
13008,Zack and Miri Make a Porno
13009,W.
13010,My Best Friend's Girl
13013,"Synecdoche, New York"
13016,The Secret Life of Bees
13017,Flash of Genius
13018,An American Carol
13021,Les Deux mondes
13025,"Angus, Thongs and Perfect Snogging"
13027,The Family That Preys
13028,Niko: Lentäjän poika
13029,Quarantine
13033,Lost Boys: The Tribe
13034,Pride and Glory
13036,The Express
13040,Babylon 5: The Lost Tales - Voices in the Dark
13042,RockNRolla
13044,High School Musical 3: Senior Year
13049,Futurama: Bender's Game
13050,Tin Man
13053,Madagascar: Escape 2 Africa
13056,Blindness
13057,Changeling
13059,The Road
13060,Slumdog Millionaire
13061,Quantum of Solace
13062,Filth and Wisdom
13064,Role Models
13078,Slacker Uprising
13090,Camp Rock
13092,Saw V
13096,Sex Drive
13097,Soul Men
13098,While She Was Out
13100,Beverly Hills Chihuahua
13102,Purple Violets
13103,Christmas on Mars
13124,Splinter
13125,Confessions of a Superhero
13128,Australia
13129,Bolt
13131,Milk
13133,Twilight
13134,The Children
13135,Transporter 3
13136,Four Christmases
13137,The Boy in the Striped Pyjamas
13138,Surveillance
13140,Fireproof
13141,Igor
13142,The Devil's Chair
13144,Hunger
13145,Cadillac Records
13146,Punisher: War Zone
13148,Flashbacks of a Fool
13152,Shrek the Halls
13158,A Matter of Loaf and Death
13159,Ace of Hearts
13166,Body of War
13172,The Day the Earth Stood Still
13173,Che: Part One
13174,Che: Part Two
13175,Starship Troopers 3: Marauder
13176,Dean Spanley
13180,Nothing Like the Holidays
13183,Pandora'nın Kutusu
13184,Doubt
13187,Gran Torino
13188,Frost/Nixon
13189,The Reader
13192,Delgo
13198,Seven Pounds
13204,The Wrestler
13205,The Memory Keeper's Daughter
13219,The Curious Case of Benjamin Button
13221,Yes Man
13223,On the Rumba River
13224,Valkyrie
13225,Birds of America
13226,Pete Seeger: The Power of Song
13229,War of the Worlds 2: The Next Wave
13230,Constantine's Sword
13231,Impulse
13235,Girls Rock!
13237,Alien Raiders
13238,Trainwreck: My Life as an Idiot
13241,Bedtime Stories
13244,Choke
13245,Revolutionary Road
13249,"Surfer, Dude"
13251,Nobel Son
13252,Dear Zachary: A Letter to a Son About His Father
13253,Wild Child
13255,Defiance
13256,Zeitgeist: Addendum
13258,Marley & Me
13271,Jack Brooks: Monster Slayer
13282,Wendy and Lucy
13283,Open Season 2
13284,Last Chance Harvey
13292,The Recruiter
13295,Passengers
13296,The Tale of Despereaux
13297,Bride Wars
13298,The Gamers: Dorkness Rising
13300,My Bloody Valentine
13304,Liberty Kid
13306,Battle in Seattle
13307,Fuel
13311,Fire and Ice: The Dragon Chronicles
13314,Punk's Not Dead
13317,Underworld: Rise of the Lycans
13318,Inkheart
13324,Shoot on Sight
13325,The Alphabet Killer
13331,The Lazarus Project
13334,Paul Blart: Mall Cop
13335,Notorious
13336,The Unborn
13337,Donkey Punch
13339,Make It Happen
13341,Repo! The Genetic Opera
13343,The Uninvited
13348,Night Train
13351,Muukalainen
13354,Outlander
13360,Passchendaele
13362,Go Go Tales
13367,The Grudge 3
13369,Eden Lake
13371,Coraline
13377,The Escapist
13378,Push
13379,The International
13380,Two Lovers
13381,He's Just Not That Into You
13383,Dead Like Me: Life After Death
13393,Futurama: Into the Wild Green Yonder
13395,Hotel for Dogs
13397,Frontière(s)
13399,The 11th Hour
13401,Fireflies in the Garden
13402,Afro Samurai: Resurrection
13411,Taking Chance
13412,AmericanEast
13413,My Name Is Bruce
13414,Man in the Chair
13416,The Way of War
13418,Ralliraita
13420,Funny People
13422,Against the Dark
13428,Red Sands
13430,The Lost
13431,Still Waiting...
13432,Pistol Whipped
13433,Flight of Fury
13436,Mystery Team
13441,Street Fighter: The Legend of Chun-Li
13444,Madea Goes to Jail
13446,Away We Go
13449,Thick as Thieves
13456,Adrift in Manhattan
13457,Friday the 13th
13459,Screamers: The Hunting
13460,The Pink Panther 2
13461,Crips and Bloods: Made in America
13462,Far Cry
13464,The English Surgeon
13468,The Adventures of Food Boy
13470,They Wait
13480,Dr. Horrible's Sing-Along Blog
13482,The Cottage
13488,Frontrunners
13491,Day of the Dead
13492,"I Love You, Man"
13498,Dance of the Dead
13499,The Haunting in Connecticut
13501,Duplicity
13502,Knowing
13503,Sugar
13505,Praying With Lior
13509,Sunshine Cleaning
13510,Kung Fu Panda: Secrets of the Furious Five
13517,Insanitarium
13519,Echelon Conspiracy
13521,After Sex
13524,Monsters vs Aliens
13525,Boarding Gate
13528,Sita Sings the Blues
13529,Naked Fear
13535,Big Stan
13538,We Live in Public
13539,Strictly Sexual
13540,Nothing But the Truth
13541,The Square
13542,The Gray Man
13543,Anvil! The Story of Anvil
13546,Observe and Report
13550,Adventureland
13553,The Cake Eaters
13554,Confessions of a Shopaholic
13555,The Black Balloon
13556,The Butterfly Effect 3: Revelations
13561,The Lucky Ones
13564,Fitna
13566,Dragonball Evolution
13572,Dating Games People Play
13581,Fast & Furious
13589,Gardens of the Night
13590,In the Loop
13591,Global Metal
13592,The End Of America
13593,What Doesn't Kill You
13598,The Boat That Rocked
13602,17 Again
13605,Inglourious Basterds
13606,State of Play
13614,The Damned United
13616,Crank: High Voltage
13622,Moon
13628,Mammoth
13630,The Young Victoria
13632,Amazing Journey: The Story of The Who
13633,The Informers
13635,X-Men Origins: Wolverine
13636,The Girlfriend Experience
13639,Moving Midway
13640,American Swing
13642,The Life and Times of Allen Ginsberg
13643,Star Trek
13646,Lymelife
13647,The Great Buck Howard
13652,XIII
13653,Knights of Bloodsteel
13662,S. Darko
13663,Earth
13668,Shuttle
13669,Crossing Over
13670,Angels & Demons
13675,Daylight Robbery
13677,Balls Out: The Gary Houseman Story
13678,Outrage
13682,Powder Blue
13684,Fanboys
13688,The Merry Gentleman
13690,Incendiary
13692,Management
13693,Terminator Salvation
13694,Night at the Museum: Battle of the Smithsonian
13696,How to Cook Your Life
13697,Were The World Mine
13698,Every Little Step
13699,Lesbian Vampire Killers
13700,The Brothers Bloom
13714,Chop Shop
13718,Catacombs
13719,The Soloist
13720,The Last House on the Left
13723,Drag Me to Hell
13724,Up
13727,Easy Virtue
13728,Dance Flick
13737,Personal Effects - The Space Between Loss and Love
13738,Fired Up!
13742,Without a Paddle: Nature's Calling
13743,Graduation
13745,In the Electric Mist
13746,The Hangover
13747,Killshot
13768,Before The Rains
13770,New in Town
13771,Enfin veuve
13774,Land of the Lost
13775,The Clique
13778,Momma's Man
13779,Imagine That
13780,The Taking of Pelham 1 2 3
13784,Divã
13789,American Violet
13797,The Stoning of Soraya M.
13798,The Proposal
13802,Small Town Gay Bar
13803,Year One
13811,Tyson
13815,Garfield's Pet Force
13817,The Hurt Locker
13822,Tu£sday
13823,Breakfast with Scot
13829,The Limits of Control
13831,Heavy Metal in Baghdad
13833,Transformers: Revenge of the Fallen
13841,Phoebe in Wonderland
13842,Whatever Works
13843,Ghosts of Girlfriends Past
13847,Public Enemies
13848,Ice Age: Dawn of the Dinosaurs
13849,120
13850,Prison Break: The Final Break
13851,Samson and Delilah
13860,Night Of The Living Dead 3D
13863,My Sister's Keeper
13870,Tales of the Black Freighter
13874,(500) Days of Summer
13880,Brüno
13882,1939: Hollywood's Greatest Year
13886,The Librarian: The Curse of the Judas Chalice
13889,Franklyn
13892,Good Dick
13893,Harry Potter and the Half-Blood Prince
13896,Eichmann
13899,Who Killed Nancy?
13906,The Mark of Cain
13910,My Sassy Girl
13914,The Imaginarium of Doctor Parnassus
13915,9to5: Days in Porn
13921,Winter of Frozen Dreams
13923,Humpday
13924,Ten Inch Hero
13928,Visioneers
13933,Streets of Blood
13935,Chéri
13936,One Week
13942,Arlen Faber
13948,Orphan
13950,Winged Creatures
13952,The Ugly Truth
13955,My first war
13958,The Collector
13959,A Perfect Getaway
13962,House
13964,"Moonshot, the Flight of Apollo 11"
13965,Aliens in the Attic
13966,District 9
13967,Julie & Julia
13969,Obsessed
13970,Race to Witch Mountain
13974,Hannah Montana: The Movie
13975,G.I. Joe: The Rise of Cobra
13977,Cold Souls
13979,12 Rounds
13985,The Killing Room
13991,Four Last Songs
13992,Max Manus
13993,Jerusalema
13998,Stone of Destiny
14004,Lost in Austen
14012,Deal
14014,La Linea
14015,The Ramen Girl
14016,"The Goods: Live Hard, Sell Hard"
14017,Adam
14019,Alien Trespass
14023,Gigantic
14024,The Time Traveler's Wife
14025,Feast II: Sloppy Seconds
14029,I Can't Think Straight
14030,Miss March
14031,Bandslam
14033,Harvard Beats Yale 29-29
14035,Meet the Browns
14036,"I Love You, Beth Cooper"
14041,Paper Heart
14043,The Haunting of Molly Hartley
14044,G-Force
14046,Fighting
14047,Tetro
14051,Adoration
14052,Bronson
14053,Feel The Noise
14055,The Matador
14063,The Secret of Moonacre
14069,The Cell 2
14074,Nora Roberts' Midnight Bayou
14075,Northern Lights
14078,It Might Get Loud
14079,Botched
14080,Lonely Street
14081,High Noon
14085,Vacancy 2: The First Cut
14087,Nora Roberts' Tribute
14088,Post Grad
14089,Goodbye Solo
14093,Chacun son cinema ou Ce petit coup au coeur quand la lumiere s'eteint et que le film commence
14094,My Life in Ruins
14097,Faubourg 36
14099,Witch Hunt
14100,A Dog Year
14101,Good
14104,Taking Woodstock
14108,Halloween II
14114,Videocracy
14117,9
14120,Green Street Hooligans 2
14121,Randy & the Mob
14125,Frequently Asked Questions About Time Travel
14131,Green Lantern: First Flight
14132,Louis Theroux: The Most Hated Family in America
14133,Lies & Illusions
14134,Pandorum
14139,Skellig
14140,Flood
14141,The Men Who Stare at Goats
14142,Immigrants (L.A. Dolce Vita)
14143,The Hunt for Gollum
14150,Valentino: The Last Emperor
14155,Laid to Rest
14156,Jennifer's Body
14157,The Informant!
14160,The Broken
14163,Amreeka
14164,Extract
14165,The Final Destination
14166,Gamer
14167,Cloudy with a Chance of Meatballs
14169,I Can Do Bad All By Myself
14173,"Food, Inc."
14174,Beeswax
14178,Battle for Terra
14180,Love Happens
14181,Bright Star
14182,Blood Creek
14192,Paranormal Activity
14193,Lake City
14196,Not Quite Hollywood
14202,Ballast
14204,World's Greatest Dad
14211,Capitalism: A Love Story
14214,वांटेड
14215,The Cove
14216,A Serious Man
14217,City Island
14218,Ink
14222,Metropia
14223,Clubbed
14225,Grace
14226,The Haunted World of El Superbeasto
14228,Trick 'r Treat
14229,The Hills Run Red
14230,Whip It
14231,The Invention of Lying
14232,Unmistaken Child
14234,Surrogates
14235,Next Day Air
14236,Zombieland
14237,Fame
14238,The September Issue
14240,Assassination of a High School President
14241,How to Be a Serial Killer
14244,Sorority Row
14245,Whiteout
14247,An Education
14253,The Killing of John Lennon
14254,Burma VJ: Reporter i et lukket land
14258,Couples Retreat
14259,All About Steve
14264,Fifty Dead Men Walking
14268,Deadgirl
14275,Bye-Bye Bin Laden
14277,The Windmill Movie
14278,I Sell The Dead
14283,Where the Wild Things Are
14284,Georg
14298,Beer Wars
14299,Shorts
14300,"New York, I Love You"
14301,Law Abiding Citizen
14305,De helaasheid der dingen
14307,Amelia
14308,The Stepfather
14310,Mary and Max
14311,Spread
14312,The Tournament
14313,The Boys Are Back
14314,Cairo Time
14329,Afterschool
14330,Dragonquest
14334,Up in the Air
14340,You're Gonna Miss Me: A Film About Roky Erickson
14345,Tormented
14346,Mutant Pumpkins from Outer Space
14356,Is Anybody There?
14359,Saw VI
14360,Michael Jackson's This Is It
14367,Cirque du Freak: The Vampire's Assistant
14368,The Boondock Saints II: All Saints Day
14369,Good Hair
14370,Black Dynamite
14371,Big Fan
14374,Astro Boy
14377,Gentlemen Broncos
14378,Fantastic Mr. Fox
14379,Creation
14385,Not Easily Broken
14394,A Christmas Carol
14399,Battlestar Galactica: The Plan
14402,Michael Jackson: Life of a Superstar
14405,The Private Lives of Pippa Lee
14411,Partly Cloudy
14414,Grey Gardens
14416,2012
14417,The Box
14421,The Fourth Kind
14422,Precious
14424,The Bad Lieutenant: Port of Call - New Orleans
14425,The Twilight Saga: New Moon
14427,The Messenger
14428,Keith
14430,Ninja Assassin
14440,A Film with Me in It
14443,Until Death
14450,Turtles Forever
14451,Merry Madagascar
14452,Brothers
14458,Garage
14460,Home Movie
14461,Sleep Dealer
14462,Before I Self Destruct
14463,Hoop Reality
14465,The Blind Side
14474,Asylum
14481,Shrink
14482,Old Dogs
14484,Planet 51
14485,Me and Orson Welles
14486,Objectified
14488,Trucker
14489,A Single Man
14490,Kill Switch
14491,Driven To Kill
14493,The Lovely Bones
14494,Invictus
14496,The Princess and the Frog
14497,Everybody's Fine
14499,Armored
14500,Transylmania
14503,Doghouse
14504,Katastrofin aineksia
14506,The Art of Travel
14531,Disko ja tuumasõda
14533,Did You Hear About the Morgans?
14542,Make the Yuletide Gay
14545,How 2 Build A Rapper
14546,Mum & Dad
14547,Nasty Old People
14548,Veronika Decides to Die
14549,Alice
14551,Avatar
14552,Nine
14553,Hard Luck
14556,It's Complicated
14557,Sherlock Holmes
14558,Crazy Heart
14559,The Art of War II: Betrayal
14560,The Last Station
14562,Alvin and the Chipmunks: The Squeakquel
14563,Uncertainty
14569,Beyond a Reasonable Doubt
14571,Looking for Eric
14572,American Pie Presents: The Book of Love
14580,Not Your Typical Bigfoot Movie
14581,The Good Life
14595,Carriers
14607,Pontypool
14608,Playmobil: The Secret of Pirate Island
14609,Big Pun: The Legacy
14612,The Girl in the Park
14613,Command Performance
14614,Direct Contact
14615,Lieksa!
14619,Youth in Revolt
14620,Daybreakers
14622,The Age of Stupid
14623,Missionary Man
14625,Hachi: A Dog's Tale
14642,Staten Island
14644,Collapse
14647,Metal Gear Solid: Philanthropy
14648,My One and Only
14650,The Maiden Heist
14660,Mr. Warmth: The Don Rickles Project
14671,Horsemen
14673,Bart Got a Room
14680,"My Son, My Son, What Have Ye Done"
14691,The 27 Club
14695,Macheads
14696,Welcome To Macintosh
14698,The Other Man
14699,Wrong Turn at Tahoe
14700,Ninja
14702,Drottningen och jag
14714,Hannah Takes the Stairs
14718,Mega Shark vs Giant Octopus
14723,A Dennis the Menace Christmas
14724,Nowhere Boy
14725,Note by Note: The Making of Steinway L1037
14726,Garbage Warrior
14727,The Thaw
14728,Kansakunnan olohuone
14729,Blood and Bone
14753,Beautiful
14754,Stan Helsing
14755,Forgiven
14774,More Than a Game
14775,Falling Up
14776,Zach Galifianakis: Live at the Purple Onion
14784,Triangle
14792,I Love You Phillip Morris
14794,The Donner Party
14808,Serious Moonlight
14809,The House of the Devil
14813,Fish Tank
14824,Babysitter Wanted
14830,The Other End of the Line
14831,Bitch Slap
14832,$9.99
14833,Ondine
14834,1066
14835,The Steam Experiment
14838,Persuasion
